title,link,pubDate,text_cleaned,text_processed
【巴以冲突第47天】秘书长欢迎以色列和哈马斯就释放人质达成协议 - 联合国新闻,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvemgvc3RvcnkvMjAyMy8xMS8xMTI0MjAy0gEA?oc=5,"Wed, 22 Nov 2023 08:00:00 GMT",巴以冲突第天秘书长欢迎以色列和哈马斯就释放人质达成协议联合国新闻,巴 以 冲突 第天 秘书长 欢迎 以色列 哈马斯 释放 人质 达成协议 联合国 新闻
巴以和加拿大“反复无常的外交政策” - 半岛电视台,https://news.google.com/rss/articles/CBMi0QFodHRwczovL2NoaW5lc2UuYWxqYXplZXJhLm5ldC9taWRkbGUtZWFzdC9xdWVzdGlvbi1vZi1wYWxlc3RpbmUvMjAyMy8xMi80LyVFNSVCNyVCNCVFNCVCQiVBNSVFNSU5MiU4QyVFNSU4QSVBMCVFNiU4QiVCRiVFNSVBNCVBNyVFNSU4RiU4RCVFNSVBNCU4RCVFNiU5NyVBMCVFNSVCOCVCOCVFNyU5QSU4NCVFNSVBNCU5NiVFNCVCQSVBNCVFNiU5NCVCRiVFNyVBRCU5NtIBAA?oc=5,"Mon, 04 Dec 2023 09:47:08 GMT",巴以和加拿大反复无常的外交政策半岛电视台,巴以 加拿大 反复无常 外交政策 半岛 电视台
新一轮巴以冲突已致50名记者与媒体工作者身亡 - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzIyL2NfMTIxMjMwNDg5Mi5odG3SAQA?oc=5,"Wed, 22 Nov 2023 08:00:00 GMT",新一轮巴以冲突已致名记者与媒体工作者身亡新华网,新一轮 巴 以 冲突 已致 名 记者 与 媒体 工作者 身亡 新华网
战地直击| 放人换停火4天巴以当地情况如何 - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzIyL2NfMTIxMjMwNTIzNS5odG3SAQA?oc=5,"Wed, 22 Nov 2023 08:00:00 GMT",战地直击放人换停火天巴以当地情况如何新华网,战地 直击 放人换 停火 天巴以 当地 情况 如何 新华网
【巴以冲突第45天】加沙平民死亡达到前所未有的水平，停火止战才是人间正道 - 联合国新闻,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvemgvc3RvcnkvMjAyMy8xMS8xMTI0MTI30gEA?oc=5,"Mon, 20 Nov 2023 08:00:00 GMT",巴以冲突第天加沙平民死亡达到前所未有的水平停火止战才是人间正道联合国新闻,巴 以 冲突 第天 加沙 平民 死亡 达到 前所未有 水平 停火 止战 才 人间正道 联合国 新闻
中国发表解决巴以冲突的立场文件 提出5点建议 - 自由亚洲电台,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LnJmYS5vcmcvbWFuZGFyaW4vWGlud2VuLzEtMTEzMDIwMjMxMDExMjMuaHRtbNIBQGh0dHBzOi8vd3d3LnJmYS5vcmcvbWFuZGFyaW4vWGlud2VuLzEtMTEzMDIwMjMxMDExMjMuaHRtbC9hbXBSRkE?oc=5,"Thu, 30 Nov 2023 15:11:00 GMT",中国发表解决巴以冲突的立场文件提出点建议自由亚洲电台,中国 发表 解决 巴 以 冲突 立场 文件 提出 点 建议 自由 亚洲 电台
解决巴以冲突，中国是行动派 - Indonesia Shang Bao,https://news.google.com/rss/articles/CBMiQ2h0dHA6Ly93d3cuc2hhbmdiYW9pbmRvbmVzaWEuY29tL3JlYWQvMjAyMy8xMi8wMS9vcGluaW9uLTE3MDE0NDQ4MzDSAQA?oc=5,"Fri, 01 Dec 2023 14:34:00 GMT",解决巴以冲突中国是行动派,解决 巴 以 冲突 中国 行动 派
中方发布《中国关于解决巴以冲突的立场文件》 外交部介绍有关情况-中新网 - 中国新闻网,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmNoaW5hbmV3cy5jb20uY24vZ24vMjAyMy8xMS0zMC8xMDEyMDMwNy5zaHRtbNIBAA?oc=5,"Thu, 30 Nov 2023 08:09:22 GMT",中方发布中国关于解决巴以冲突的立场文件外交部介绍有关情况中新网中国新闻网,中方 发布 中国 关于 解决 巴 以 冲突 立场 文件 外交部 介绍 有关 情况 中新网 中国 新闻网
美国名校因巴以冲突闹开锅，背后另有隐情 - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzI4L2NfMTIxMjMwNzM0OC5odG3SAQA?oc=5,"Tue, 28 Nov 2023 08:57:40 GMT",美国名校因巴以冲突闹开锅背后另有隐情新华网,美国 名校 因巴以 冲突 闹 开锅 背后 另有隐情 新华网
观天下·巴以冲突| 以军对加沙地带最大医院展开军事行动 - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzE1L2NfMTIxMjMwMjE1NS5odG3SAQA?oc=5,"Wed, 15 Nov 2023 08:00:00 GMT",观天下巴以冲突以军对加沙地带最大医院展开军事行动新华网,观 天下 巴 以 冲突 以军 对 加沙 地带 最大 医院 展开 军事行动 新华网
新闻分析：巴以何以达成四天停火协议？ - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzIyL2NfMTEyOTk4ODc2Ny5odG3SAQA?oc=5,"Wed, 22 Nov 2023 08:00:00 GMT",新闻分析巴以何以达成四天停火协议新华网,新闻分析 巴 以 何以 达成 四天 停火协议 新华网
每日新报数字报刊平台-巴以冲突 - 天津日报,https://news.google.com/rss/articles/CBMiSWh0dHA6Ly9lcGFwZXIudGlhbmppbndlLmNvbS9tcnhiL2h0bWwvMjAyMy0xMi8wNS9jb250ZW50XzE0NTQ0MV83MzY0My5odG3SAQA?oc=5,"Mon, 04 Dec 2023 14:39:34 GMT",每日新报数字报刊平台巴以冲突天津日报,每日新报 数字 报刊 平台 巴 以 冲突 天津日报
观天下·巴以冲突|加沙地带局势发展的三个看点 - 新华网,https://news.google.com/rss/articles/CBMiNGh0dHA6Ly93d3cubmV3cy5jbi93b3JsZC8yMDIzLTExLzExL2NfMTIxMjMwMDYwNS5odG3SAQA?oc=5,"Sat, 11 Nov 2023 08:00:00 GMT",观天下巴以冲突加沙地带局势发展的三个看点新华网,观 天下 巴 以 冲突 加沙 地带 局势 发展 三个 看点 新华网
以色列vs巴勒斯坦：中国态度的三重考量 - BBC.com,https://news.google.com/rss/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20vemhvbmd3ZW4vc2ltcC93b3JsZC02NzU0MTMxONIBAA?oc=5,"Tue, 28 Nov 2023 06:06:51 GMT",以色列巴勒斯坦中国态度的三重考量,以色列 巴勒斯坦 中国 态度 三重 考量
【巴以冲突第53天·休战第五天】加沙医生对致命疾病的暴发感到恐惧 - 联合国新闻,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvemgvc3RvcnkvMjAyMy8xMS8xMTI0MzY30gEA?oc=5,"Tue, 28 Nov 2023 15:50:01 GMT",巴以冲突第天休战第五天加沙医生对致命疾病的暴发感到恐惧联合国新闻,巴 以 冲突 第天 休战 第五天 加沙 医生 对 致命 疾病 暴发 感到恐惧 联合国 新闻
巴以冲突：安理会通过决议呼吁紧急实施“长时间人道主义暂停及走廊” - 联合国新闻,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvemgvc3RvcnkvMjAyMy8xMS8xMTIzOTky0gEA?oc=5,"Wed, 15 Nov 2023 08:00:00 GMT",巴以冲突安理会通过决议呼吁紧急实施长时间人道主义暂停及走廊联合国新闻,巴 以 冲突 安理会 通过 决议 呼吁 紧急 实施 长时间 人道主义 暂停 及 走廊 联合国 新闻
人权专家：妇女和儿童在巴以冲突中首当其冲地受到影响 - 联合国新闻,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vbmV3cy51bi5vcmcvemgvc3RvcnkvMjAyMy8xMS8xMTI0MTM30gEA?oc=5,"Mon, 20 Nov 2023 08:00:00 GMT",人权专家妇女和儿童在巴以冲突中首当其冲地受到影响联合国新闻,人权 专家 妇女 儿童 巴以 冲突 中 首当其冲 地 受到 影响 联合国 新闻
